bldg_id,barangay,latitude,longitude,year_built,floors,material,occupancy,vs30,event_id,magnitude,dist_km,pga_g,pgv_cms,damage_class,damage_severity
ANT-02814,Bagong Nayon,14.60338,121.14925,2020,4,Wood,Residential,305,EVT-071,7.4,67.87,0.726,87.2,3,Class 3: Severe Damage
ANT-03355,San Luis,14.61829,121.22021,2022,9,Masonry_URM,Residential,304,EVT-018,6.4,49.95,0.46,55.2,4,Class 4: Collapse
ANT-00060,Mayamot,14.61387,121.1347,2015,3,Steel,Commercial,275,EVT-082,6.2,18.99,1.263,151.5,3,Class 3: Severe Damage
ANT-02497,San Roque,14.56996,121.24786,1999,7,Masonry_URM,Commercial,535,EVT-066,5.7,8.62,1.325,159.0,4,Class 4: Collapse
ANT-00914,San Luis,14.57617,121.20519,1982,4,Concrete,Residential,353,EVT-028,8.0,12.53,6.95,834.1,4,Class 4: Collapse
ANT-01259,Bagong Nayon,14.63553,121.18758,2003,5,Masonry_URM,Industrial,595,EVT-030,6.2,60.27,0.258,30.9,2,Class 2: Moderate Damage
ANT-02666,Inarawan,14.59911,121.2442,1998,9,Concrete,Industrial,296,EVT-038,5.5,81.99,0.124,14.9,2,Class 2: Moderate Damage
ANT-00516,San Jose,14.63384,121.19541,1991,9,Masonry_URM,Hospital,328,EVT-068,8.3,62.5,1.635,196.3,4,Class 4: Collapse
ANT-02238,San Juan,14.64787,121.24049,1988,1,Masonry_URM,Hospital,325,EVT-098,5.5,72.8,0.142,17.0,1,Class 1: Light Damage
ANT-02885,San Luis,14.56699,121.2155,1989,7,Wood,School,173,EVT-033,6.2,70.79,0.312,37.4,2,Class 2: Moderate Damage
ANT-01254,Dalig,14.58258,121.12531,1977,2,Masonry_URM,School,185,EVT-034,5.3,69.61,0.151,18.2,2,Class 2: Moderate Damage
ANT-01862,Muntindilaw,14.55978,121.13901,1963,4,Wood,Industrial,282,EVT-084,5.9,52.82,0.309,37.1,2,Class 2: Moderate Damage
ANT-02855,San Jose,14.58459,121.19718,1952,5,Wood,Hospital,664,EVT-075,5.7,26.83,0.455,54.6,3,Class 3: Severe Damage
ANT-00702,Dalig,14.58677,121.21083,1998,5,Steel,Residential,706,EVT-100,5.4,80.87,0.087,10.4,0,Class 0: No Damage
ANT-03556,Inarawan,14.61266,121.18352,1974,7,Wood,Hospital,620,EVT-048,6.1,47.75,0.317,38.1,2,Class 2: Moderate Damage
ANT-00418,Dalig,14.6495,121.24265,2021,7,Masonry_URM,Residential,280,EVT-058,6.1,33.74,0.602,72.2,3,Class 3: Severe Damage
ANT-01009,San Isidro,14.61008,121.12583,2015,5,Concrete,Residential,653,EVT-034,5.3,70.38,0.102,12.3,0,Class 0: No Damage
ANT-00371,Bagong Nayon,14.63016,121.23879,2015,6,Concrete,Hospital,618,EVT-037,5.6,82.36,0.106,12.8,0,Class 0: No Damage
ANT-04323,Mayamot,14.64829,121.13811,1961,7,Concrete,Residential,275,EVT-062,7.1,66.51,0.604,72.5,2,Class 2: Moderate Damage
ANT-02054,Dela Paz,14.6235,121.14911,1975,9,Concrete,Industrial,455,EVT-055,5.6,84.65,0.116,14.0,1,Class 1: Light Damage
ANT-02667,San Roque,14.64336,121.16326,1984,6,Steel,Hospital,560,EVT-098,5.5,76.42,0.113,13.6,0,Class 0: No Damage
ANT-03726,Inarawan,14.6398,121.18513,1959,4,Concrete,Industrial,698,EVT-078,6.6,51.73,0.411,49.3,3,Class 3: Severe Damage
ANT-02745,Bagong Nayon,14.6026,121.13779,1961,5,Steel,Residential,596,EVT-056,6.2,23.04,0.827,99.2,3,Class 3: Severe Damage
ANT-04269,San Luis,14.64306,121.12762,2021,7,Wood,Industrial,272,EVT-087,5.0,77.91,0.093,11.2,0,Class 0: No Damage
ANT-03743,San Juan,14.60748,121.17104,1986,7,Steel,Commercial,604,EVT-069,5.1,50.08,0.139,16.7,0,Class 0: No Damage
ANT-03893,San Jose,14.62781,121.14502,2002,7,Steel,Commercial,665,EVT-013,5.1,65.42,0.091,11.0,0,Class 0: No Damage
ANT-01496,Dalig,14.55993,121.2266,2019,5,Masonry_URM,Residential,474,EVT-051,7.6,92.74,0.471,56.5,3,Class 3: Severe Damage
ANT-00320,San Isidro,14.64101,121.12756,2011,8,Masonry_URM,Industrial,757,EVT-023,5.1,58.95,0.107,12.9,1,Class 1: Light Damage
ANT-00252,San Isidro,14.5628,121.20286,1993,5,Concrete,School,395,EVT-053,7.5,23.96,2.394,287.3,4,Class 4: Collapse
ANT-01828,Cupang,14.57258,121.20907,1950,2,Wood,Residential,722,EVT-063,7.4,45.49,0.903,108.3,3,Class 3: Severe Damage
ANT-02327,San Isidro,14.56523,121.23506,1956,4,Steel,Industrial,617,EVT-079,6.1,38.77,0.413,49.6,2,Class 2: Moderate Damage
ANT-04254,San Jose,14.62887,121.21144,2019,5,Masonry_URM,School,469,EVT-056,6.2,24.74,0.824,98.9,3,Class 3: Severe Damage
ANT-02054,Dela Paz,14.6235,121.14911,1975,9,Concrete,Industrial,455,EVT-009,5.9,66.81,0.198,23.7,2,Class 2: Moderate Damage
ANT-01538,Mayamot,14.63449,121.12051,2009,2,Steel,School,229,EVT-034,5.3,71.75,0.136,16.4,0,Class 0: No Damage
ANT-01589,Dalig,14.61462,121.14775,1996,3,Steel,Residential,180,EVT-081,6.0,49.2,0.427,51.3,2,Class 2: Moderate Damage
ANT-03865,San Luis,14.61691,121.22293,2014,7,Steel,Industrial,240,EVT-089,8.1,85.32,0.985,118.2,3,Class 3: Severe Damage
ANT-01650,Dalig,14.61401,121.23837,2014,6,Steel,Industrial,744,EVT-072,8.2,71.28,0.984,118.1,3,Class 3: Severe Damage
ANT-01264,San Juan,14.64418,121.16106,2014,1,Steel,Residential,501,EVT-039,8.1,24.37,3.665,439.8,4,Class 4: Collapse
ANT-01811,Dela Paz,14.61554,121.16585,1966,7,Wood,Residential,534,EVT-035,6.1,64.06,0.237,28.4,2,Class 2: Moderate Damage
ANT-04530,Inarawan,14.63023,121.15849,1969,1,Concrete,Commercial,423,EVT-073,6.3,11.22,1.829,219.4,4,Class 4: Collapse
ANT-01085,San Luis,14.60609,121.13089,1983,1,Concrete,Hospital,438,EVT-087,5.0,77.88,0.081,9.7,1,Class 1: Light Damage
ANT-03439,Inarawan,14.57226,121.21618,1989,9,Wood,Industrial,418,EVT-027,7.0,55.67,0.597,71.6,3,Class 3: Severe Damage
ANT-04045,Inarawan,14.57713,121.23718,1972,7,Steel,School,276,EVT-003,5.6,16.96,0.838,100.6,3,Class 3: Severe Damage
ANT-01915,Muntindilaw,14.63465,121.15467,1982,6,Concrete,Commercial,393,EVT-030,6.2,63.48,0.273,32.8,2,Class 2: Moderate Damage
ANT-04993,San Isidro,14.60906,121.15924,1969,2,Concrete,Residential,291,EVT-091,7.6,50.68,1.191,143.0,4,Class 4: Collapse
ANT-00176,Dalig,14.59265,121.23592,1981,2,Wood,Industrial,395,EVT-019,5.0,59.46,0.117,14.1,1,Class 1: Light Damage
ANT-04687,San Luis,14.64225,121.23814,1986,5,Concrete,Hospital,333,EVT-036,5.9,35.9,0.475,57.0,2,Class 2: Moderate Damage
ANT-02360,San Juan,14.55714,121.17246,2011,4,Concrete,Commercial,267,EVT-075,5.7,23.85,0.679,81.4,3,Class 3: Severe Damage
ANT-02249,Muntindilaw,14.61744,121.17193,1973,2,Wood,Industrial,171,EVT-058,6.1,42.12,0.536,64.4,3,Class 3: Severe Damage
ANT-03913,San Luis,14.56057,121.12704,1962,4,Concrete,Residential,593,EVT-069,5.1,43.89,0.165,19.8,1,Class 1: Light Damage
ANT-03071,Dalig,14.56779,121.18267,2019,4,Steel,Commercial,182,EVT-055,5.6,84.02,0.155,18.6,0,Class 0: No Damage
ANT-03827,San Roque,14.6382,121.15987,1971,4,Masonry_URM,Industrial,502,EVT-076,5.5,33.74,0.325,39.0,2,Class 2: Moderate Damage
ANT-00345,San Jose,14.64881,121.24872,2022,4,Steel,Hospital,551,EVT-100,5.4,81.25,0.093,11.1,0,Class 0: No Damage
ANT-00769,Dela Paz,14.61879,121.15355,2010,4,Masonry_URM,Commercial,695,EVT-063,7.4,38.74,1.109,133.1,4,Class 4: Collapse
ANT-03817,Bagong Nayon,14.63905,121.13237,2019,5,Masonry_URM,Residential,406,EVT-087,5.0,77.43,0.083,10.0,0,Class 0: No Damage
ANT-04458,San Isidro,14.55397,121.20839,2021,1,Masonry_URM,Hospital,546,EVT-006,7.2,93.0,0.322,38.7,2,Class 2: Moderate Damage
ANT-01750,Muntindilaw,14.64618,121.15022,1957,9,Steel,Residential,478,EVT-089,8.1,93.34,0.71,85.2,3,Class 3: Severe Damage
ANT-00258,Mayamot,14.56232,121.21393,1955,1,Steel,Hospital,490,EVT-034,5.3,59.81,0.138,16.5,1,Class 1: Light Damage
ANT-04674,San Luis,14.61949,121.20071,1968,2,Concrete,Industrial,600,EVT-024,5.6,77.43,0.115,13.9,1,Class 1: Light Damage
ANT-02969,San Juan,14.56231,121.19164,2023,8,Wood,Hospital,514,EVT-001,6.8,70.64,0.348,41.8,2,Class 2: Moderate Damage
ANT-01116,Dalig,14.57427,121.22935,1981,2,Concrete,School,399,EVT-092,5.7,75.39,0.144,17.2,1,Class 1: Light Damage
ANT-01948,Dela Paz,14.60379,121.18461,1982,7,Steel,Industrial,177,EVT-090,7.0,73.3,0.544,65.3,2,Class 2: Moderate Damage
ANT-04800,Dela Paz,14.5854,121.12357,1973,7,Concrete,Residential,552,EVT-074,7.4,68.38,0.601,72.1,4,Class 4: Collapse
ANT-04407,San Luis,14.6091,121.17838,2004,5,Wood,Hospital,436,EVT-078,6.6,48.32,0.515,61.8,3,Class 3: Severe Damage
ANT-02955,Cupang,14.63382,121.14906,1995,6,Concrete,School,247,EVT-095,7.8,53.79,1.434,172.1,4,Class 4: Collapse
ANT-04900,Muntindilaw,14.58016,121.15989,1956,3,Concrete,School,305,EVT-009,5.9,66.18,0.226,27.1,2,Class 2: Moderate Damage
ANT-00336,San Isidro,14.59774,121.17867,1966,5,Wood,Industrial,315,EVT-011,6.2,28.18,0.798,95.8,4,Class 4: Collapse
ANT-03621,San Luis,14.55695,121.13341,1989,6,Concrete,Hospital,580,EVT-014,6.6,28.93,0.89,106.8,3,Class 3: Severe Damage
ANT-04306,San Luis,14.56885,121.13428,1998,1,Wood,Industrial,460,EVT-069,5.1,44.95,0.173,20.7,1,Class 1: Light Damage
ANT-01587,Bagong Nayon,14.55471,121.19532,2001,1,Steel,School,246,EVT-006,7.2,94.23,0.402,48.3,2,Class 2: Moderate Damage
ANT-04732,San Juan,14.56527,121.16422,1977,2,Wood,Industrial,304,EVT-035,6.1,58.56,0.315,37.8,2,Class 2: Moderate Damage
ANT-01461,San Luis,14.62792,121.23555,1996,2,Wood,Industrial,696,EVT-057,5.1,26.05,0.287,34.4,2,Class 2: Moderate Damage
ANT-00576,San Luis,14.60444,121.17621,1974,5,Concrete,Residential,289,EVT-068,8.3,60.58,1.769,212.2,4,Class 4: Collapse
ANT-01040,San Luis,14.60876,121.16594,1959,4,Steel,Hospital,354,EVT-027,7.0,54.69,0.641,77.0,3,Class 3: Severe Damage
ANT-00940,Dela Paz,14.56831,121.14585,2016,1,Steel,Commercial,645,EVT-066,5.7,18.56,0.659,79.1,2,Class 2: Moderate Damage
ANT-02679,Bagong Nayon,14.58081,121.17607,1963,4,Wood,Residential,152,EVT-001,6.8,70.82,0.5,60.0,3,Class 3: Severe Damage
ANT-00967,San Jose,14.61364,121.1212,1995,8,Masonry_URM,School,360,EVT-047,6.7,37.84,0.779,93.5,4,Class 4: Collapse
ANT-04271,Dela Paz,14.62126,121.18925,1998,7,Wood,Residential,203,EVT-039,8.1,21.52,5.473,656.8,4,Class 4: Collapse
ANT-02376,Inarawan,14.61927,121.17995,1998,4,Wood,Hospital,243,EVT-062,7.1,65.85,0.636,76.3,3,Class 3: Severe Damage
ANT-03762,Dalig,14.60291,121.17789,1973,7,Steel,Hospital,168,EVT-052,5.3,28.58,0.442,53.1,2,Class 2: Moderate Damage
ANT-04371,Mayamot,14.56205,121.17141,1990,8,Masonry_URM,Industrial,730,EVT-076,5.5,29.11,0.344,41.2,3,Class 3: Severe Damage
ANT-02743,Muntindilaw,14.58533,121.20895,1966,8,Concrete,Hospital,741,EVT-019,5.0,58.05,0.1,12.0,1,Class 1: Light Damage
ANT-04628,Mayamot,14.60712,121.21876,1976,8,Concrete,Residential,224,EVT-040,8.1,75.22,1.158,139.0,4,Class 4: Collapse
ANT-01833,Inarawan,14.61639,121.21311,1977,4,Masonry_URM,School,220,EVT-045,5.4,42.83,0.283,34.0,3,Class 3: Severe Damage
ANT-03079,Dela Paz,14.57479,121.21568,2022,2,Steel,Industrial,303,EVT-025,7.8,74.79,0.859,103.1,2,Class 2: Moderate Damage
ANT-04213,Mayamot,14.6069,121.20522,1970,9,Concrete,Residential,572,EVT-002,5.2,86.55,0.076,9.1,0,Class 0: No Damage
ANT-01534,Muntindilaw,14.60613,121.18868,1973,6,Masonry_URM,School,596,EVT-024,5.6,78.46,0.114,13.6,1,Class 1: Light Damage
ANT-03092,San Jose,14.56361,121.16241,2000,4,Concrete,Industrial,150,EVT-014,6.6,25.86,1.511,181.3,4,Class 4: Collapse
ANT-03912,Dalig,14.64536,121.22387,2015,1,Masonry_URM,School,501,EVT-015,6.9,51.05,0.57,68.4,3,Class 3: Severe Damage
ANT-00263,San Isidro,14.60525,121.23827,1950,3,Masonry_URM,Hospital,462,EVT-003,5.6,14.97,0.805,96.7,4,Class 4: Collapse
ANT-01812,San Roque,14.56606,121.13923,1961,3,Concrete,Residential,454,EVT-003,5.6,26.38,0.461,55.3,3,Class 3: Severe Damage
ANT-03815,San Juan,14.62694,121.17868,2021,9,Steel,Residential,418,EVT-023,5.1,59.65,0.126,15.2,0,Class 0: No Damage
ANT-03684,Bagong Nayon,14.61523,121.21781,1961,3,Concrete,Hospital,608,EVT-057,5.1,25.59,0.304,36.5,2,Class 2: Moderate Damage
ANT-04981,San Jose,14.61255,121.16877,1976,7,Steel,Commercial,219,EVT-002,5.2,84.08,0.105,12.6,1,Class 1: Light Damage
ANT-04883,Muntindilaw,14.63666,121.17886,1987,5,Wood,Hospital,513,EVT-069,5.1,53.43,0.135,16.2,0,Class 0: No Damage
ANT-04098,San Luis,14.58477,121.19292,1987,7,Steel,School,590,EVT-009,5.9,62.58,0.199,23.9,1,Class 1: Light Damage
ANT-04202,San Isidro,14.62425,121.22561,1964,9,Masonry_URM,School,659,EVT-023,5.1,61.75,0.105,12.7,1,Class 1: Light Damage
ANT-01218,Muntindilaw,14.61498,121.17172,1969,9,Steel,Residential,425,EVT-092,5.7,75.06,0.142,17.0,1,Class 1: Light Damage
ANT-00911,Bagong Nayon,14.55327,121.24652,1986,2,Wood,Residential,353,EVT-087,5.0,66.5,0.106,12.7,1,Class 1: Light Damage
ANT-04414,San Roque,14.59459,121.21864,2021,6,Steel,Industrial,417,EVT-075,5.7,28.1,0.497,59.7,2,Class 2: Moderate Damage
ANT-01765,San Jose,14.57034,121.23988,2004,2,Concrete,Residential,714,EVT-100,5.4,84.5,0.081,9.8,0,Class 0: No Damage
ANT-01742,Bagong Nayon,14.6458,121.16407,2003,4,Steel,Residential,278,EVT-024,5.6,81.85,0.135,16.2,0,Class 0: No Damage
ANT-04518,San Luis,14.60053,121.17875,1966,1,Concrete,Commercial,496,EVT-089,8.1,87.72,0.763,91.6,4,Class 4: Collapse
ANT-01802,Dalig,14.60975,121.12997,1952,7,Steel,School,213,EVT-096,6.3,38.15,0.652,78.2,3,Class 3: Severe Damage
ANT-02163,Muntindilaw,14.56883,121.24304,2002,9,Concrete,Commercial,732,EVT-038,5.5,80.7,0.096,11.6,0,Class 0: No Damage
ANT-03079,Dela Paz,14.57479,121.21568,2022,2,Steel,Industrial,303,EVT-019,5.0,59.4,0.127,15.3,0,Class 0: No Damage
ANT-00201,San Juan,14.59572,121.14993,1995,8,Concrete,Industrial,742,EVT-007,8.3,43.21,1.946,233.5,4,Class 4: Collapse
ANT-02136,San Luis,14.64487,121.12246,1969,4,Concrete,School,473,EVT-065,8.3,33.62,3.16,379.2,4,Class 4: Collapse
ANT-01175,San Isidro,14.61733,121.18577,1996,2,Steel,Hospital,409,EVT-092,5.7,76.16,0.141,16.9,0,Class 0: No Damage
ANT-04875,Muntindilaw,14.64125,121.15209,1953,4,Steel,School,580,EVT-032,8.2,61.26,1.324,158.9,4,Class 4: Collapse
ANT-01321,Mayamot,14.55005,121.23542,1990,6,Concrete,School,199,EVT-053,7.5,27.65,2.519,302.3,4,Class 4: Collapse
ANT-02805,Muntindilaw,14.5967,121.19216,1958,7,Masonry_URM,Hospital,343,EVT-041,5.3,19.36,0.557,66.8,4,Class 4: Collapse
ANT-01825,Mayamot,14.63486,121.23203,1997,6,Concrete,Residential,749,EVT-087,5.0,66.76,0.084,10.1,0,Class 0: No Damage
ANT-04098,San Luis,14.58477,121.19292,1987,7,Steel,School,590,EVT-019,5.0,56.95,0.11,13.2,0,Class 0: No Damage
ANT-00030,San Juan,14.57535,121.14206,1966,5,Steel,Commercial,636,EVT-024,5.6,83.0,0.103,12.4,0,Class 0: No Damage
ANT-03118,Dalig,14.58872,121.22249,1976,4,Steel,Commercial,690,EVT-082,6.2,23.63,0.767,92.0,4,Class 4: Collapse
ANT-00773,San Isidro,14.55811,121.24907,1998,2,Masonry_URM,Residential,192,EVT-084,5.9,47.96,0.392,47.0,3,Class 3: Severe Damage
ANT-02517,San Juan,14.59611,121.19964,1975,3,Wood,School,544,EVT-033,6.2,72.89,0.213,25.5,2,Class 2: Moderate Damage
ANT-04812,Dela Paz,14.57331,121.14511,1961,4,Steel,Commercial,518,EVT-015,6.9,62.69,0.434,52.1,2,Class 2: Moderate Damage
ANT-03840,Dela Paz,14.63461,121.12575,2007,6,Concrete,Hospital,526,EVT-086,6.5,41.72,0.56,67.2,3,Class 3: Severe Damage
ANT-03427,Cupang,14.62072,121.1758,1989,1,Masonry_URM,Commercial,465,EVT-088,5.5,70.67,0.135,16.2,1,Class 1: Light Damage
ANT-00348,San Jose,14.57919,121.23648,1968,1,Steel,School,474,EVT-069,5.1,49.56,0.152,18.2,1,Class 1: Light Damage
ANT-00055,Dela Paz,14.64966,121.24719,2004,2,Concrete,Commercial,520,EVT-071,7.4,79.52,0.502,60.2,3,Class 3: Severe Damage
ANT-01303,Inarawan,14.59145,121.1707,2000,1,Steel,Industrial,614,EVT-038,5.5,88.84,0.089,10.7,0,Class 0: No Damage
ANT-03895,Dela Paz,14.57565,121.12595,1968,2,Steel,School,716,EVT-027,7.0,49.08,0.595,71.4,4,Class 4: Collapse
ANT-02282,Dela Paz,14.61258,121.14488,2022,7,Masonry_URM,Residential,588,EVT-003,5.6,23.79,0.476,57.1,3,Class 3: Severe Damage
ANT-04697,Inarawan,14.58798,121.23503,1955,7,Masonry_URM,Hospital,234,EVT-094,8.2,63.25,1.567,188.1,4,Class 4: Collapse
ANT-01552,Bagong Nayon,14.64355,121.22289,2023,6,Wood,Residential,480,EVT-002,5.2,90.69,0.075,9.0,0,Class 0: No Damage
ANT-00596,San Luis,14.55509,121.13012,1969,1,Steel,School,746,EVT-084,5.9,53.77,0.226,27.1,1,Class 1: Light Damage
ANT-01289,San Juan,14.59376,121.14394,2022,6,Concrete,Residential,722,EVT-025,7.8,82.24,0.583,70.0,2,Class 2: Moderate Damage
ANT-04800,Dela Paz,14.5854,121.12357,1973,7,Concrete,Residential,552,EVT-069,5.1,46.53,0.157,18.8,1,Class 1: Light Damage
ANT-04260,Inarawan,14.64797,121.12812,1999,7,Steel,Residential,331,EVT-024,5.6,85.69,0.121,14.5,0,Class 0: No Damage
ANT-03429,San Isidro,14.63754,121.20526,2019,7,Masonry_URM,Residential,444,EVT-001,6.8,64.79,0.408,48.9,3,Class 3: Severe Damage
ANT-02652,Bagong Nayon,14.58931,121.14548,1997,4,Steel,Hospital,400,EVT-065,8.3,27.0,4.253,510.4,4,Class 4: Collapse
ANT-04925,Bagong Nayon,14.61911,121.20275,2013,5,Wood,Hospital,200,EVT-048,6.1,45.72,0.47,56.4,3,Class 3: Severe Damage
ANT-02931,Cupang,14.62105,121.22696,1957,8,Wood,School,198,EVT-042,6.2,69.33,0.304,36.4,2,Class 2: Moderate Damage
ANT-02817,Inarawan,14.55924,121.14707,2010,9,Wood,Residential,724,EVT-083,6.3,9.54,1.852,222.3,4,Class 4: Collapse
ANT-04887,Dela Paz,14.59392,121.16939,1986,6,Masonry_URM,Commercial,250,EVT-050,7.5,79.01,0.66,79.2,4,Class 4: Collapse
ANT-03257,Dela Paz,14.60333,121.14708,1954,4,Concrete,Residential,314,EVT-045,5.4,47.99,0.221,26.6,2,Class 2: Moderate Damage
ANT-02526,Muntindilaw,14.55372,121.1682,1953,3,Steel,Residential,748,EVT-087,5.0,74.76,0.073,8.7,0,Class 0: No Damage
ANT-04726,San Juan,14.64971,121.17738,1974,4,Steel,Commercial,532,EVT-051,7.6,103.01,0.395,47.3,2,Class 2: Moderate Damage
ANT-04625,Dalig,14.64996,121.23499,1958,3,Steel,Commercial,473,EVT-024,5.6,74.49,0.13,15.7,1,Class 1: Light Damage
ANT-02500,Dalig,14.59264,121.21808,2020,2,Masonry_URM,School,667,EVT-002,5.2,86.56,0.072,8.7,0,Class 0: No Damage
ANT-00450,San Isidro,14.61784,121.16111,1970,2,Concrete,School,363,EVT-029,6.8,76.2,0.371,44.6,2,Class 2: Moderate Damage
ANT-01281,San Juan,14.62053,121.18172,2016,9,Masonry_URM,Residential,365,EVT-068,8.3,61.86,1.605,192.6,4,Class 4: Collapse
ANT-02689,Dalig,14.61171,121.23385,1963,2,Masonry_URM,Industrial,336,EVT-035,6.1,65.56,0.264,31.7,3,Class 3: Severe Damage
ANT-02319,Cupang,14.57315,121.12776,1971,9,Steel,Industrial,758,EVT-012,5.2,64.96,0.102,12.2,0,Class 0: No Damage
ANT-00383,San Isidro,14.57552,121.13847,2009,1,Steel,Commercial,424,EVT-021,5.9,10.26,1.458,175.0,4,Class 4: Collapse
ANT-00586,Dalig,14.63848,121.24787,1973,9,Masonry_URM,Residential,472,EVT-100,5.4,81.66,0.096,11.6,1,Class 1: Light Damage
ANT-01091,San Roque,14.64617,121.23172,1999,5,Steel,Commercial,715,EVT-052,5.3,22.02,0.379,45.5,2,Class 2: Moderate Damage
ANT-00403,Muntindilaw,14.62213,121.24053,1951,8,Steel,Residential,251,EVT-002,5.2,90.52,0.091,11.0,0,Class 0: No Damage
ANT-01788,Dela Paz,14.55091,121.18935,1987,7,Masonry_URM,School,316,EVT-006,7.2,94.54,0.372,44.6,3,Class 3: Severe Damage
ANT-03155,Dalig,14.63701,121.13762,2001,9,Concrete,School,249,EVT-098,5.5,77.34,0.142,17.0,1,Class 1: Light Damage
ANT-01231,Muntindilaw,14.6012,121.16339,2011,3,Concrete,Residential,284,EVT-029,6.8,75.61,0.404,48.5,1,Class 1: Light Damage
ANT-00846,Muntindilaw,14.62488,121.17218,2001,3,Masonry_URM,Hospital,476,EVT-046,7.5,19.67,2.775,333.1,4,Class 4: Collapse
ANT-02205,Inarawan,14.59245,121.23951,1994,8,Wood,Residential,539,EVT-050,7.5,84.53,0.479,57.5,3,Class 3: Severe Damage
ANT-01090,San Luis,14.635,121.1988,1967,3,Concrete,School,758,EVT-029,6.8,72.67,0.317,38.0,2,Class 2: Moderate Damage
ANT-01016,San Roque,14.56672,121.24837,1997,8,Concrete,Commercial,172,EVT-038,5.5,80.08,0.151,18.1,1,Class 1: Light Damage
ANT-03893,San Jose,14.62781,121.14502,2002,7,Steel,Commercial,665,EVT-034,5.3,69.02,0.104,12.5,0,Class 0: No Damage
ANT-03231,Dalig,14.63566,121.16239,1978,2,Concrete,Residential,334,EVT-002,5.2,85.39,0.091,10.9,1,Class 1: Light Damage
ANT-01161,San Luis,14.62968,121.18715,1997,9,Concrete,Industrial,544,EVT-058,6.1,40.03,0.403,48.4,3,Class 3: Severe Damage
ANT-02072,San Jose,14.61311,121.13321,2020,5,Steel,Industrial,384,EVT-038,5.5,93.5,0.096,11.5,0,Class 0: No Damage
ANT-03461,San Juan,14.62849,121.24611,2023,7,Wood,Industrial,350,EVT-041,5.3,19.39,0.553,66.3,3,Class 3: Severe Damage
ANT-03152,Inarawan,14.58211,121.12942,1990,1,Wood,Commercial,390,EVT-050,7.5,75.01,0.619,74.3,3,Class 3: Severe Damage
ANT-00896,San Jose,14.64401,121.1768,1966,4,Concrete,Commercial,526,EVT-086,6.5,36.13,0.665,79.8,4,Class 4: Collapse
ANT-02534,San Roque,14.5813,121.14198,1960,2,Wood,Industrial,214,EVT-092,5.7,70.15,0.19,22.8,2,Class 2: Moderate Damage
ANT-02096,Dela Paz,14.55761,121.15473,1994,7,Concrete,Residential,492,EVT-002,5.2,78.85,0.09,10.8,0,Class 0: No Damage
ANT-00544,San Jose,14.56231,121.14549,1956,9,Steel,Hospital,303,EVT-076,5.5,31.79,0.405,48.6,2,Class 2: Moderate Damage
ANT-00220,Cupang,14.63638,121.141,2014,1,Steel,Commercial,435,EVT-012,5.2,63.32,0.124,14.9,0,Class 0: No Damage
ANT-01997,San Luis,14.62008,121.14267,1996,5,Concrete,Residential,328,EVT-098,5.5,75.48,0.135,16.2,1,Class 1: Light Damage
ANT-03594,Bagong Nayon,14.60601,121.2328,2006,9,Concrete,Industrial,203,EVT-002,5.2,88.73,0.1,12.0,0,Class 0: No Damage
ANT-02133,Dela Paz,14.60878,121.19035,1965,8,Concrete,Residential,181,EVT-016,7.3,47.1,1.269,152.3,4,Class 4: Collapse
ANT-00668,San Isidro,14.57765,121.23204,1991,4,Steel,Commercial,724,EVT-055,5.6,78.82,0.111,13.4,0,Class 0: No Damage
ANT-02425,Cupang,14.5891,121.22914,1961,6,Concrete,Commercial,193,EVT-072,8.2,72.18,1.451,174.1,4,Class 4: Collapse
ANT-00800,Inarawan,14.5808,121.1812,1991,1,Concrete,School,701,EVT-037,5.6,87.79,0.094,11.3,0,Class 0: No Damage
ANT-03372,San Isidro,14.61662,121.22844,2002,4,Concrete,Commercial,635,EVT-056,6.2,23.49,0.795,95.4,3,Class 3: Severe Damage
ANT-01648,Cupang,14.62703,121.1218,2019,6,Concrete,Industrial,359,EVT-007,8.3,42.04,2.501,300.1,4,Class 4: Collapse
ANT-00070,Mayamot,14.64965,121.21437,1990,4,Concrete,Hospital,295,EVT-038,5.5,87.4,0.114,13.7,1,Class 1: Light Damage
ANT-04602,Cupang,14.55904,121.18156,2013,8,Steel,Hospital,701,EVT-080,7.4,73.21,0.513,61.5,2,Class 2: Moderate Damage
ANT-02515,Cupang,14.59399,121.13519,1953,6,Steel,Residential,366,EVT-064,7.4,23.41,2.359,283.1,4,Class 4: Collapse
ANT-00613,Inarawan,14.60805,121.24257,1964,6,Concrete,Industrial,529,EVT-023,5.1,61.15,0.114,13.7,1,Class 1: Light Damage
ANT-04675,Inarawan,14.56345,121.16254,2003,3,Steel,Industrial,443,EVT-081,6.0,43.53,0.379,45.5,2,Class 2: Moderate Damage
ANT-04103,San Isidro,14.60466,121.12998,1976,9,Steel,Commercial,161,EVT-090,7.0,77.7,0.518,62.2,2,Class 2: Moderate Damage
ANT-02211,San Juan,14.58721,121.12547,1990,8,Masonry_URM,School,344,EVT-087,5.0,78.71,0.086,10.3,1,Class 1: Light Damage
ANT-01157,San Roque,14.60963,121.12046,1982,8,Concrete,Commercial,622,EVT-087,5.0,78.96,0.071,8.6,0,Class 0: No Damage
ANT-03411,Bagong Nayon,14.56396,121.20842,2004,3,Wood,Hospital,327,EVT-017,7.1,63.88,0.607,72.8,3,Class 3: Severe Damage
